ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL
30|15|4522|36|181271|185793|60562|48271|46217|7584|8608|6825|3168
20|7|3186|16|150173|153359|22982|53568|51301|5066|9943|6318|979
27|2|4618|16|157345|161963|6418|51986|77569|5073|9272|6209|802
27|3|4570|12|182399|186969|6813|55555|95273|5093|10954|7663|1036
8|8|4401|132|171262|175663|48361|69085|24744|10236|6428|4434|7842
21|1|7278|55|159685|166963|39148|53197|35301|9512|12639|7058|2775
12|5|6730|35|160350|167080|16662|49278|61038|3514|17663|10475|1685
30|19|4626|28|148489|153115|53202|47316|28835|7879|5466|4114|1649
4|2|5372|31|174193|180263|53429|58094|33974|9323|8863|8039|3138
15|40|4472|64|161296|165768|34008|77759|26232|9649|6282|3658|3644
9|1|2820|61|139254|142074|15805|27147|60607|6058|15443|11392|2741
13|7|3569|51|184781|188350|34805|69946|42194|11073|9937|7753|9022
29|3|3647|26|161941|165588|28922|47419|47726|8654|13552|10897|4745
24|4|5725|44|139223|144948|39741|50774|22927|7457|7634|7664|2982
8|7|4045|71|151726|155771|30606|70653|24712|10078|6488|4544|4574
16|2|4183|46|131854|136037|25448|47689|37638|7602|6350|4171|2910
9|14|3251|84|166795|170046|20776|31730|71515|7132|18927|13807|2824
14|9|3583|79|159314|162897|47167|55262|20251|9670|6609|15257|5019
15|6|3004|110|198578|201582|36665|65329|59954|11582|10482|8835|5621
19|12|5704|68|268039|273743|92540|100914|36025|9689|16635|5228|6940
15|11|3081|118|158149|161230|25083|54601|46951|10056|9310|7976|4054
14|8|2896|112|172736|175632|64429|52605|22092|8215|6115|15075|4093
23|1|4601|99|240885|245486|49877|66382|79991|13845|14809|11468|4414
2|5|2263|84|146530|148793|44030|40013|35918|7552|7845|7032|4056
9|12|3490|212|176712|180202|32344|43934|60764|8943|15245|12032|3238
14|6|3489|149|202294|205783|81769|63655|21966|10066|5941|14146|4602
11|2|5712|31|137790|143502|57670|48166|14739|7100|2730|2439|4915
15|28|4458|168|246339|250797|48878|97748|58364|15423|10489|9337|5932
2|1|2978|49|137558|140536|42922|50021|22794|8622|4690|4701|3759
7|5|7880|49|161928|169808|15560|59689|41639|29160|7904|5473|2454
15|36|5481|34|163846|169327|34717|72314|42982|5540|4857|1888|1514
14|19|4937|37|171603|176540|49359|64169|27378|7711|5424|11836|5689
24|3|7032|37|146294|153326|50983|60937|13444|7660|7053|3079|3101
9|7|3394|170|185808|189202|28079|45101|69685|9184|16781|13207|3601
30|2|5297|30|171832|177129|64277|66474|26465|6793|4542|1701|1550
31|5|5029|13|209629|214658|82542|85646|24831|7672|4881|2185|1859
14|1|5272|43|168976|174248|48956|72899|18716|7760|5441|10072|5089
32|3|4157|55|161835|165992|27842|73101|28536|12850|9695|4241|5515
16|5|3500|41|141486|144986|41587|49895|29958|7637|5292|3790|3286
25|2|3962|46|169458|173420|51704|61367|33542|8452|5856|5254|3237
19|1|2950|66|170666|173616|85121|41274|22312|4815|8453|3908|4717
11|3|4647|84|192032|196679|89266|68076|13175|12484|2443|1807|4697
8|4|2850|69|98488|101338|20423|35911|20004|6982|6545|4314|4240
30|12|2694|75|165333|168027|78917|33097|31941|5258|6200|7325|2520
9|11|3015|139|158126|161141|24530|36341|60727|7169|14476|11529|3215
14|10|3539|117|181604|185143|75566|49436|21336|9418|6262|15118|4351
18|1|3442|25|132634|136076|21727|63172|29311|6337|6373|4117|1572
26|2|3857|91|156158|160015|49006|65374|22176|8325|5025|3543|2618
24|2|6650|60|153888|160538|48078|51210|26112|10999|6737|4747|5945
11|12|4660|67|162962|167622|72168|52097|18028|8920|3484|3225|4973
15|34|3231|91|182802|186033|45174|79084|32796|10862|5577|3904|5314
